"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAN","TRADESERV","EXP","MLN_USD","A","2013",90411.28,
"CAN","TRADESERV","EXP","MLN_USD","A","2014",88990.26,
"CAN","TRADESERV","EXP","MLN_USD","A","2015",81204.83,
"CAN","TRADESERV","EXP","MLN_USD","A","2016",82788.77,
"CAN","TRADESERV","EXP","MLN_USD","A","2017",87975.47,
"CAN","TRADESERV","EXP","MLN_USD","A","2018",93180.25,
"CZE","TRADESERV","EXP","MLN_USD","A","2007",18846.65,
"CZE","TRADESERV","EXP","MLN_USD","A","2008",23612.2,
"CZE","TRADESERV","EXP","MLN_USD","A","2009",20468.98,
"CZE","TRADESERV","EXP","MLN_USD","A","2010",21944.86,
"CZE","TRADESERV","EXP","MLN_USD","A","2011",24957.41,
"CZE","TRADESERV","EXP","MLN_USD","A","2012",24280.82,
"CZE","TRADESERV","EXP","MLN_USD","A","2013",23998.75,
"CZE","TRADESERV","EXP","MLN_USD","A","2014",25094.07,
"CZE","TRADESERV","EXP","MLN_USD","A","2015",22844.97,
"CZE","TRADESERV","EXP","MLN_USD","A","2016",24248.96,
"CZE","TRADESERV","EXP","MLN_USD","A","2017",27163.83,
"CZE","TRADESERV","EXP","MLN_USD","A","2018",30431.7,
"DNK","TRADESERV","EXP","MLN_USD","A","2007",63072.46,
"DNK","TRADESERV","EXP","MLN_USD","A","2008",73995.08,
"DNK","TRADESERV","EXP","MLN_USD","A","2009",57042.96,
"DNK","TRADESERV","EXP","MLN_USD","A","2010",61651.2,
"DNK","TRADESERV","EXP","MLN_USD","A","2011",67487.02,
"DNK","TRADESERV","EXP","MLN_USD","A","2012",67487.88,
"DNK","TRADESERV","EXP","MLN_USD","A","2013",71483.91,
"DNK","TRADESERV","EXP","MLN_USD","A","2014",73357.18,
"DNK","TRADESERV","EXP","MLN_USD","A","2015",64428.5,
"DNK","TRADESERV","EXP","MLN_USD","A","2016",63467.5,
"DNK","TRADESERV","EXP","MLN_USD","A","2017",69777.55,
"DNK","TRADESERV","EXP","MLN_USD","A","2018",78357.96,
"FIN","TRADESERV","EXP","MLN_USD","A","2007",14064.62,
"FIN","TRADESERV","EXP","MLN_USD","A","2008",23266.68,
"FIN","TRADESERV","EXP","MLN_USD","A","2009",19894.4,
"FIN","TRADESERV","EXP","MLN_USD","A","2010",20872.97,
"FIN","TRADESERV","EXP","MLN_USD","A","2011",24543.96,
"FIN","TRADESERV","EXP","MLN_USD","A","2012",23825,
"FIN","TRADESERV","EXP","MLN_USD","A","2013",25344.56,
"FIN","TRADESERV","EXP","MLN_USD","A","2014",25765.06,
"FIN","TRADESERV","EXP","MLN_USD","A","2015",24219.82,
"FIN","TRADESERV","EXP","MLN_USD","A","2016",25427.92,
"FIN","TRADESERV","EXP","MLN_USD","A","2017",28898.43,
"FIN","TRADESERV","EXP","MLN_USD","A","2018",31741.09,
"FRA","TRADESERV","EXP","MLN_USD","A","2007",202477.7,
"FRA","TRADESERV","EXP","MLN_USD","A","2008",229478.1,
"FRA","TRADESERV","EXP","MLN_USD","A","2009",201251.6,
"FRA","TRADESERV","EXP","MLN_USD","A","2010",208700.5,
"FRA","TRADESERV","EXP","MLN_USD","A","2011",243732,
"FRA","TRADESERV","EXP","MLN_USD","A","2012",244189.6,
"FRA","TRADESERV","EXP","MLN_USD","A","2013",268026.8,
"FRA","TRADESERV","EXP","MLN_USD","A","2014",286423.5,
"FRA","TRADESERV","EXP","MLN_USD","A","2015",255666.5,
"FRA","TRADESERV","EXP","MLN_USD","A","2016",258931.5,
"FRA","TRADESERV","EXP","MLN_USD","A","2017",271208.5,
"FRA","TRADESERV","EXP","MLN_USD","A","2018",294322.9,
"DEU","TRADESERV","EXP","MLN_USD","A","2007",213722.3,
"DEU","TRADESERV","EXP","MLN_USD","A","2008",243579.4,
"DEU","TRADESERV","EXP","MLN_USD","A","2009",225519.5,
"DEU","TRADESERV","EXP","MLN_USD","A","2010",230854.3,
"DEU","TRADESERV","EXP","MLN_USD","A","2011",255783.6,
"DEU","TRADESERV","EXP","MLN_USD","A","2012",256104.6,
"DEU","TRADESERV","EXP","MLN_USD","A","2013",276408.7,
"DEU","TRADESERV","EXP","MLN_USD","A","2014",303245.9,
"DEU","TRADESERV","EXP","MLN_USD","A","2015",280608.5,
"DEU","TRADESERV","EXP","MLN_USD","A","2016",291707.8,
"DEU","TRADESERV","EXP","MLN_USD","A","2017",317609.9,
"DEU","TRADESERV","EXP","MLN_USD","A","2018",343017.3,
"GRC","TRADESERV","EXP","MLN_USD","A","2007",43009.76,
"GRC","TRADESERV","EXP","MLN_USD","A","2008",49925.27,
"GRC","TRADESERV","EXP","MLN_USD","A","2009",37646.55,
"GRC","TRADESERV","EXP","MLN_USD","A","2010",37801.79,
"GRC","TRADESERV","EXP","MLN_USD","A","2011",39820.14,
"GRC","TRADESERV","EXP","MLN_USD","A","2012",35425.17,
"GRC","TRADESERV","EXP","MLN_USD","A","2013",37230.96,
"GRC","TRADESERV","EXP","MLN_USD","A","2014",41198.36,
"GRC","TRADESERV","EXP","MLN_USD","A","2015",35110.04,
"GRC","TRADESERV","EXP","MLN_USD","A","2016",32949.91,
"GRC","TRADESERV","EXP","MLN_USD","A","2017",37943.55,
"GRC","TRADESERV","EXP","MLN_USD","A","2018",43855.69,
"HUN","TRADESERV","EXP","MLN_USD","A","2007",17646.21,
"HUN","TRADESERV","EXP","MLN_USD","A","2008",20538.79,
"HUN","TRADESERV","EXP","MLN_USD","A","2009",18686.43,
"HUN","TRADESERV","EXP","MLN_USD","A","2010",19670.59,
"HUN","TRADESERV","EXP","MLN_USD","A","2011",22512.48,
"HUN","TRADESERV","EXP","MLN_USD","A","2012",20771.75,
"HUN","TRADESERV","EXP","MLN_USD","A","2013",22638.09,
"HUN","TRADESERV","EXP","MLN_USD","A","2014",24909.08,
"HUN","TRADESERV","EXP","MLN_USD","A","2015",22519.48,
"HUN","TRADESERV","EXP","MLN_USD","A","2016",24200.78,
"HUN","TRADESERV","EXP","MLN_USD","A","2017",26883.87,
"HUN","TRADESERV","EXP","MLN_USD","A","2018",29512.43,
"ISL","TRADESERV","EXP","MLN_USD","A","2007",2999.355,
"ISL","TRADESERV","EXP","MLN_USD","A","2008",2696.221,
"ISL","TRADESERV","EXP","MLN_USD","A","2009",2687.862,
"ISL","TRADESERV","EXP","MLN_USD","A","2010",3006.016,
"ISL","TRADESERV","EXP","MLN_USD","A","2011",3445.167,
"ISL","TRADESERV","EXP","MLN_USD","A","2012",3492.128,
"ISL","TRADESERV","EXP","MLN_USD","A","2013",3985.294,
"ISL","TRADESERV","EXP","MLN_USD","A","2014",4284.973,
"ISL","TRADESERV","EXP","MLN_USD","A","2015",4351.85,
"ISL","TRADESERV","EXP","MLN_USD","A","2016",5349.286,
"ISL","TRADESERV","EXP","MLN_USD","A","2017",6326.168,
"ISL","TRADESERV","EXP","MLN_USD","A","2018",6561.002,
"IRL","TRADESERV","EXP","MLN_USD","A","2007",81477.33,
"IRL","TRADESERV","EXP","MLN_USD","A","2008",90321.05,
"IRL","TRADESERV","EXP","MLN_USD","A","2009",85198.62,
"IRL","TRADESERV","EXP","MLN_USD","A","2010",92100.65,
"IRL","TRADESERV","EXP","MLN_USD","A","2011",106696.9,
"IRL","TRADESERV","EXP","MLN_USD","A","2012",104298.7,
"IRL","TRADESERV","EXP","MLN_USD","A","2013",116170.5,
"IRL","TRADESERV","EXP","MLN_USD","A","2014",132532.4,
"IRL","TRADESERV","EXP","MLN_USD","A","2015",133382.6,
"IRL","TRADESERV","EXP","MLN_USD","A","2016",149373.8,
"IRL","TRADESERV","EXP","MLN_USD","A","2017",182425.5,
"IRL","TRADESERV","EXP","MLN_USD","A","2018",207206.3,
"ITA","TRADESERV","EXP","MLN_USD","A","2007",116356.9,
"ITA","TRADESERV","EXP","MLN_USD","A","2008",115242.7,
"ITA","TRADESERV","EXP","MLN_USD","A","2009",96511.48,
"ITA","TRADESERV","EXP","MLN_USD","A","2010",101275,
"ITA","TRADESERV","EXP","MLN_USD","A","2011",111145.1,
"ITA","TRADESERV","EXP","MLN_USD","A","2012",109519.7,
"ITA","TRADESERV","EXP","MLN_USD","A","2013",112271.7,
"ITA","TRADESERV","EXP","MLN_USD","A","2014",114253.1,
"ITA","TRADESERV","EXP","MLN_USD","A","2015",98348.04,
"ITA","TRADESERV","EXP","MLN_USD","A","2016",100824.8,
"ITA","TRADESERV","EXP","MLN_USD","A","2017",111662.9,
"ITA","TRADESERV","EXP","MLN_USD","A","2018",123270.4,
"JPN","TRADESERV","EXP","MLN_USD","A","2007",121494.5,
"JPN","TRADESERV","EXP","MLN_USD","A","2008",140970.9,
"JPN","TRADESERV","EXP","MLN_USD","A","2009",120862.9,
"JPN","TRADESERV","EXP","MLN_USD","A","2010",134443,
"JPN","TRADESERV","EXP","MLN_USD","A","2011",141003.9,
"JPN","TRADESERV","EXP","MLN_USD","A","2012",136899.8,
"JPN","TRADESERV","EXP","MLN_USD","A","2013",135223.5,
"JPN","TRADESERV","EXP","MLN_USD","A","2014",163940.1,
"JPN","TRADESERV","EXP","MLN_USD","A","2015",162693.1,
"JPN","TRADESERV","EXP","MLN_USD","A","2016",175791.4,
"JPN","TRADESERV","EXP","MLN_USD","A","2017",186851,
"JPN","TRADESERV","EXP","MLN_USD","A","2018",193511.6,
"KOR","TRADESERV","EXP","MLN_USD","A","2007",71413,
"KOR","TRADESERV","EXP","MLN_USD","A","2008",91045.4,
"KOR","TRADESERV","EXP","MLN_USD","A","2009",72541.3,
"KOR","TRADESERV","EXP","MLN_USD","A","2010",82948.7,
"KOR","TRADESERV","EXP","MLN_USD","A","2011",90559.7,
"KOR","TRADESERV","EXP","MLN_USD","A","2012",103134.3,
"KOR","TRADESERV","EXP","MLN_USD","A","2013",103324.2,
"KOR","TRADESERV","EXP","MLN_USD","A","2014",111902.3,
"KOR","TRADESERV","EXP","MLN_USD","A","2015",97498.6,
"KOR","TRADESERV","EXP","MLN_USD","A","2016",94809.1,
"KOR","TRADESERV","EXP","MLN_USD","A","2017",89701.3,
"KOR","TRADESERV","EXP","MLN_USD","A","2018",99057.2,
"LUX","TRADESERV","EXP","MLN_USD","A","2007",63522.14,
"LUX","TRADESERV","EXP","MLN_USD","A","2008",67659.64,
"LUX","TRADESERV","EXP","MLN_USD","A","2009",57315.89,
"LUX","TRADESERV","EXP","MLN_USD","A","2010",62408.32,
"LUX","TRADESERV","EXP","MLN_USD","A","2011",72691.88,
"LUX","TRADESERV","EXP","MLN_USD","A","2012",78027.66,
"LUX","TRADESERV","EXP","MLN_USD","A","2013",90515.35,
"LUX","TRADESERV","EXP","MLN_USD","A","2014",104192,
"LUX","TRADESERV","EXP","MLN_USD","A","2015",99589.37,
"LUX","TRADESERV","EXP","MLN_USD","A","2016",99493.35,
"LUX","TRADESERV","EXP","MLN_USD","A","2017",104226.4,
"LUX","TRADESERV","EXP","MLN_USD","A","2018",115228.6,
"MEX","TRADESERV","EXP","MLN_USD","A","2007",17536.1,
"MEX","TRADESERV","EXP","MLN_USD","A","2008",17972.4,
"MEX","TRADESERV","EXP","MLN_USD","A","2009",15109.5,
"MEX","TRADESERV","EXP","MLN_USD","A","2010",15489.3,
"MEX","TRADESERV","EXP","MLN_USD","A","2011",15823.1,
"MEX","TRADESERV","EXP","MLN_USD","A","2012",16392.8,
"MEX","TRADESERV","EXP","MLN_USD","A","2013",18093.8,
"MEX","TRADESERV","EXP","MLN_USD","A","2014",21182.2,
"MEX","TRADESERV","EXP","MLN_USD","A","2015",22903.2,
"MEX","TRADESERV","EXP","MLN_USD","A","2016",24213.2,
"MEX","TRADESERV","EXP","MLN_USD","A","2017",27642.9,
"MEX","TRADESERV","EXP","MLN_USD","A","2018",28767.5,
"NLD","TRADESERV","EXP","MLN_USD","A","2007",113100.1,
"NLD","TRADESERV","EXP","MLN_USD","A","2008",131522.4,
"NLD","TRADESERV","EXP","MLN_USD","A","2009",119213.6,
"NLD","TRADESERV","EXP","MLN_USD","A","2010",124631.2,
"NLD","TRADESERV","EXP","MLN_USD","A","2011",137108.8,
"NLD","TRADESERV","EXP","MLN_USD","A","2012",132666,
"NLD","TRADESERV","EXP","MLN_USD","A","2013",143278,
"NLD","TRADESERV","EXP","MLN_USD","A","2014",156240.9,
"NLD","TRADESERV","EXP","MLN_USD","A","2015",168594.7,
"NLD","TRADESERV","EXP","MLN_USD","A","2016",157559.3,
"NLD","TRADESERV","EXP","MLN_USD","A","2017",174480.6,
"NLD","TRADESERV","EXP","MLN_USD","A","2018",196524.5,
"NZL","TRADESERV","EXP","MLN_USD","A","2007",11602.18,
"NZL","TRADESERV","EXP","MLN_USD","A","2008",11797.52,
"NZL","TRADESERV","EXP","MLN_USD","A","2009",10196.16,
"NZL","TRADESERV","EXP","MLN_USD","A","2010",11571.63,
"NZL","TRADESERV","EXP","MLN_USD","A","2011",13232.14,
"NZL","TRADESERV","EXP","MLN_USD","A","2012",13134.67,
"NZL","TRADESERV","EXP","MLN_USD","A","2013",13493.21,
"NZL","TRADESERV","EXP","MLN_USD","A","2014",14596.57,
"NZL","TRADESERV","EXP","MLN_USD","A","2015",15025.6,
"NZL","TRADESERV","EXP","MLN_USD","A","2016",15780.92,
"NZL","TRADESERV","EXP","MLN_USD","A","2017",17119.48,
"NZL","TRADESERV","EXP","MLN_USD","A","2018",17612.4,
"NOR","TRADESERV","EXP","MLN_USD","A","2007",38395.97,
"NOR","TRADESERV","EXP","MLN_USD","A","2008",42750.84,
"NOR","TRADESERV","EXP","MLN_USD","A","2009",35446.97,
"NOR","TRADESERV","EXP","MLN_USD","A","2010",41736.41,
"NOR","TRADESERV","EXP","MLN_USD","A","2011",45645.57,
"NOR","TRADESERV","EXP","MLN_USD","A","2012",46444.14,
"NOR","TRADESERV","EXP","MLN_USD","A","2013",48667.57,
"NOR","TRADESERV","EXP","MLN_USD","A","2014",49368.54,
"NOR","TRADESERV","EXP","MLN_USD","A","2015",41657.83,
"NOR","TRADESERV","EXP","MLN_USD","A","2016",41437.34,
"NOR","TRADESERV","EXP","MLN_USD","A","2017",40470.52,
"NOR","TRADESERV","EXP","MLN_USD","A","2018",44447.8,
"POL","TRADESERV","EXP","MLN_USD","A","2007",31565.72,
"POL","TRADESERV","EXP","MLN_USD","A","2008",37947.59,
"POL","TRADESERV","EXP","MLN_USD","A","2009",31139.05,
"POL","TRADESERV","EXP","MLN_USD","A","2010",35450.16,
"POL","TRADESERV","EXP","MLN_USD","A","2011",40913.17,
"POL","TRADESERV","EXP","MLN_USD","A","2012",41090.88,
"POL","TRADESERV","EXP","MLN_USD","A","2013",44626.73,
"POL","TRADESERV","EXP","MLN_USD","A","2014",48744.46,
"POL","TRADESERV","EXP","MLN_USD","A","2015",45119.96,
"POL","TRADESERV","EXP","MLN_USD","A","2016",49705.03,
"POL","TRADESERV","EXP","MLN_USD","A","2017",58402.18,
"POL","TRADESERV","EXP","MLN_USD","A","2018",69390.27,
"PRT","TRADESERV","EXP","MLN_USD","A","2007",23566.52,
"PRT","TRADESERV","EXP","MLN_USD","A","2008",26274.07,
"PRT","TRADESERV","EXP","MLN_USD","A","2009",22945.25,
"PRT","TRADESERV","EXP","MLN_USD","A","2010",23129.79,
"PRT","TRADESERV","EXP","MLN_USD","A","2011",26859.16,
"PRT","TRADESERV","EXP","MLN_USD","A","2012",25616.76,
"PRT","TRADESERV","EXP","MLN_USD","A","2013",29199.61,
"PRT","TRADESERV","EXP","MLN_USD","A","2014",30587.96,
"PRT","TRADESERV","EXP","MLN_USD","A","2015",27636.54,
"PRT","TRADESERV","EXP","MLN_USD","A","2016",29372.49,
"PRT","TRADESERV","EXP","MLN_USD","A","2017",34840.21,
"PRT","TRADESERV","EXP","MLN_USD","A","2018",38858.79,
"SVK","TRADESERV","EXP","MLN_USD","A","2007",7715.612,
"SVK","TRADESERV","EXP","MLN_USD","A","2008",9130.845,
"SVK","TRADESERV","EXP","MLN_USD","A","2009",6580.157,
"SVK","TRADESERV","EXP","MLN_USD","A","2010",6405.326,
"SVK","TRADESERV","EXP","MLN_USD","A","2011",7270.022,
"SVK","TRADESERV","EXP","MLN_USD","A","2012",7775.516,
"SVK","TRADESERV","EXP","MLN_USD","A","2013",9245.88,
"SVK","TRADESERV","EXP","MLN_USD","A","2014",9139.637,
"SVK","TRADESERV","EXP","MLN_USD","A","2015",8124.784,
"SVK","TRADESERV","EXP","MLN_USD","A","2016",9234.071,
"SVK","TRADESERV","EXP","MLN_USD","A","2017",10527.7,
"SVK","TRADESERV","EXP","MLN_USD","A","2018",12048.28,
"ESP","TRADESERV","EXP","MLN_USD","A","2007",120751.2,
"ESP","TRADESERV","EXP","MLN_USD","A","2008",131263.6,
"ESP","TRADESERV","EXP","MLN_USD","A","2009",112146.4,
"ESP","TRADESERV","EXP","MLN_USD","A","2010",113149.8,
"ESP","TRADESERV","EXP","MLN_USD","A","2011",130599.8,
"ESP","TRADESERV","EXP","MLN_USD","A","2012",125315.2,
"ESP","TRADESERV","EXP","MLN_USD","A","2013",130027,
"ESP","TRADESERV","EXP","MLN_USD","A","2014",137457.4,
"ESP","TRADESERV","EXP","MLN_USD","A","2015",121489.6,
"ESP","TRADESERV","EXP","MLN_USD","A","2016",130400.8,
"ESP","TRADESERV","EXP","MLN_USD","A","2017",143692.9,
"ESP","TRADESERV","EXP","MLN_USD","A","2018",155681.8,
"SWE","TRADESERV","EXP","MLN_USD","A","2007",53644.05,
"SWE","TRADESERV","EXP","MLN_USD","A","2008",59246.9,
"SWE","TRADESERV","EXP","MLN_USD","A","2009",50091.96,
"SWE","TRADESERV","EXP","MLN_USD","A","2010",53916.64,
"SWE","TRADESERV","EXP","MLN_USD","A","2011",65222.18,
"SWE","TRADESERV","EXP","MLN_USD","A","2012",64950.25,
"SWE","TRADESERV","EXP","MLN_USD","A","2013",74285.83,
"SWE","TRADESERV","EXP","MLN_USD","A","2014",76909.36,
"SWE","TRADESERV","EXP","MLN_USD","A","2015",72736.55,
"SWE","TRADESERV","EXP","MLN_USD","A","2016",72842.45,
"SWE","TRADESERV","EXP","MLN_USD","A","2017",74379.16,
"SWE","TRADESERV","EXP","MLN_USD","A","2018",74547.45,
"CHE","TRADESERV","EXP","MLN_USD","A","2007",85362.67,
"CHE","TRADESERV","EXP","MLN_USD","A","2008",96503.81,
"CHE","TRADESERV","EXP","MLN_USD","A","2009",91884.1,
"CHE","TRADESERV","EXP","MLN_USD","A","2010",94759.26,
"CHE","TRADESERV","EXP","MLN_USD","A","2011",107727.4,
"CHE","TRADESERV","EXP","MLN_USD","A","2012",109268.9,
"CHE","TRADESERV","EXP","MLN_USD","A","2013",114227.6,
"CHE","TRADESERV","EXP","MLN_USD","A","2014",121126.3,
"CHE","TRADESERV","EXP","MLN_USD","A","2015",113761.6,
"CHE","TRADESERV","EXP","MLN_USD","A","2016",118882.9,
"CHE","TRADESERV","EXP","MLN_USD","A","2017",121997.4,
"CHE","TRADESERV","EXP","MLN_USD","A","2018",126783,
"TUR","TRADESERV","EXP","MLN_USD","A","2007",29907,
"TUR","TRADESERV","EXP","MLN_USD","A","2008",36937,
"TUR","TRADESERV","EXP","MLN_USD","A","2009",35626,
"TUR","TRADESERV","EXP","MLN_USD","A","2010",36192,
"TUR","TRADESERV","EXP","MLN_USD","A","2011",40851,
"TUR","TRADESERV","EXP","MLN_USD","A","2012",43225,
"TUR","TRADESERV","EXP","MLN_USD","A","2013",48197.37,
"TUR","TRADESERV","EXP","MLN_USD","A","2014",51852.18,
"TUR","TRADESERV","EXP","MLN_USD","A","2015",47042.74,
"TUR","TRADESERV","EXP","MLN_USD","A","2016",37800.49,
"TUR","TRADESERV","EXP","MLN_USD","A","2017",44113.86,
"TUR","TRADESERV","EXP","MLN_USD","A","2018",48931.2,
"GBR","TRADESERV","EXP","MLN_USD","A","2007",337029.8,
"GBR","TRADESERV","EXP","MLN_USD","A","2008",323965.8,
"GBR","TRADESERV","EXP","MLN_USD","A","2009",282042.8,
"GBR","TRADESERV","EXP","MLN_USD","A","2010",288701,
"GBR","TRADESERV","EXP","MLN_USD","A","2011",333407.9,
"GBR","TRADESERV","EXP","MLN_USD","A","2012",340434,
"GBR","TRADESERV","EXP","MLN_USD","A","2013",363744.6,
"GBR","TRADESERV","EXP","MLN_USD","A","2014",392855.1,
"GBR","TRADESERV","EXP","MLN_USD","A","2015",372941.9,
"GBR","TRADESERV","EXP","MLN_USD","A","2016",363824.8,
"GBR","TRADESERV","EXP","MLN_USD","A","2017",375524.6,
"GBR","TRADESERV","EXP","MLN_USD","A","2018",396694.2,
"USA","TRADESERV","EXP","MLN_USD","A","2007",488396,
"USA","TRADESERV","EXP","MLN_USD","A","2008",532817,
"USA","TRADESERV","EXP","MLN_USD","A","2009",512722,
"USA","TRADESERV","EXP","MLN_USD","A","2010",562758,
"USA","TRADESERV","EXP","MLN_USD","A","2011",627061,
"USA","TRADESERV","EXP","MLN_USD","A","2012",655725,
"USA","TRADESERV","EXP","MLN_USD","A","2013",700491,
"USA","TRADESERV","EXP","MLN_USD","A","2014",741094,
"USA","TRADESERV","EXP","MLN_USD","A","2015",755309,
"USA","TRADESERV","EXP","MLN_USD","A","2016",758446,
"USA","TRADESERV","EXP","MLN_USD","A","2017",798957,
"USA","TRADESERV","EXP","MLN_USD","A","2018",826982,
"BRA","TRADESERV","EXP","MLN_USD","A","2007",22737.27,
"BRA","TRADESERV","EXP","MLN_USD","A","2008",28885.39,
"BRA","TRADESERV","EXP","MLN_USD","A","2009",26086.64,
"BRA","TRADESERV","EXP","MLN_USD","A","2010",30671.53,
"BRA","TRADESERV","EXP","MLN_USD","A","2011",36982.14,
"BRA","TRADESERV","EXP","MLN_USD","A","2012",38816.27,
"BRA","TRADESERV","EXP","MLN_USD","A","2013",38010.53,
"BRA","TRADESERV","EXP","MLN_USD","A","2014",39965.34,
"BRA","TRADESERV","EXP","MLN_USD","A","2015",33807.89,
"BRA","TRADESERV","EXP","MLN_USD","A","2016",33300.29,
"BRA","TRADESERV","EXP","MLN_USD","A","2017",34478.39,
"BRA","TRADESERV","EXP","MLN_USD","A","2018",34024.86,
"CHL","TRADESERV","EXP","MLN_USD","A","2007",9022.275,
"CHL","TRADESERV","EXP","MLN_USD","A","2008",10613.89,
"CHL","TRADESERV","EXP","MLN_USD","A","2009",8441.611,
"CHL","TRADESERV","EXP","MLN_USD","A","2010",10846.98,
"CHL","TRADESERV","EXP","MLN_USD","A","2011",12911.82,
"CHL","TRADESERV","EXP","MLN_USD","A","2012",12269.37,
"CHL","TRADESERV","EXP","MLN_USD","A","2013",12116.75,
"CHL","TRADESERV","EXP","MLN_USD","A","2014",10681.03,
"CHL","TRADESERV","EXP","MLN_USD","A","2015",9519.848,
"CHL","TRADESERV","EXP","MLN_USD","A","2016",9525.831,
"CHL","TRADESERV","EXP","MLN_USD","A","2017",10195.2,
"CHL","TRADESERV","EXP","MLN_USD","A","2018",10273.16,
"CHN","TRADESERV","EXP","MLN_USD","A","2007",135319.7,
"CHN","TRADESERV","EXP","MLN_USD","A","2008",163313.6,
"CHN","TRADESERV","EXP","MLN_USD","A","2009",143573.5,
"CHN","TRADESERV","EXP","MLN_USD","A","2010",178338.9,
"CHN","TRADESERV","EXP","MLN_USD","A","2011",201047,
"CHN","TRADESERV","EXP","MLN_USD","A","2012",201575.6,
"CHN","TRADESERV","EXP","MLN_USD","A","2013",207005.8,
"CHN","TRADESERV","EXP","MLN_USD","A","2014",219140.8,
"CHN","TRADESERV","EXP","MLN_USD","A","2015",217399,
"CHN","TRADESERV","EXP","MLN_USD","A","2016",208403.8,
"CHN","TRADESERV","EXP","MLN_USD","A","2017",213063.6,
"CHN","TRADESERV","EXP","MLN_USD","A","2018",233566.8,
"IND","TRADESERV","EXP","MLN_USD","A","2007",86545.03,
"IND","TRADESERV","EXP","MLN_USD","A","2008",106405,
"IND","TRADESERV","EXP","MLN_USD","A","2009",92887.06,
"IND","TRADESERV","EXP","MLN_USD","A","2010",116962.9,
"IND","TRADESERV","EXP","MLN_USD","A","2011",138842.3,
"IND","TRADESERV","EXP","MLN_USD","A","2012",145405,
"IND","TRADESERV","EXP","MLN_USD","A","2013",149165.5,
"IND","TRADESERV","EXP","MLN_USD","A","2014",157247.4,
"IND","TRADESERV","EXP","MLN_USD","A","2015",156181.2,
"IND","TRADESERV","EXP","MLN_USD","A","2016",161823.2,
"IND","TRADESERV","EXP","MLN_USD","A","2017",185129.5,
"IND","TRADESERV","EXP","MLN_USD","A","2018",205174.4,
"IDN","TRADESERV","EXP","MLN_USD","A","2007",11754.38,
"IDN","TRADESERV","EXP","MLN_USD","A","2008",13888,
"IDN","TRADESERV","EXP","MLN_USD","A","2009",12115.09,
"IDN","TRADESERV","EXP","MLN_USD","A","2010",16670.5,
